18170,Expose Evil,common,0.03,0.21,0.09,0.25,white,Jama Jurabaev,2016-04-08,Shadows over Innistrad
18171,Snake,common,0.26,,,,green-blue,Christopher Moeller,2015-11-13,Commander 2015 Tokens
18172,Kessig,common,6.02,,2.00,,none,Adam Paquette,2018-12-25,Planechase Anthology Planes
18173,Retributive Wand,uncommon,0.09,0.16,0.10,0.20,none,Zezhou Chen,2019-07-12,Core Set 2020
18174,Deadly Tempest,rare,0.36,,0.20,,black,Cliff Childs,2021-04-23,Commander 2021
18175,Glory-Bound Initiate,rare,0.12,0.23,0.16,0.09,white,David Palumbo,2017-04-28,Amonkhet
18176,Jamuraan Lion,common,0.11,,0.25,,white,Stuart Griffin,1997-02-03,Visions
18177,Kusari-Gama,rare,4.18,24.01,0.40,18.99,none,Tomas Giorello,2004-10-01,Champions of Kamigawa
18178,Cheap Ass,common,0.22,3.75,0.02,1.99,white,Randy Gallegos,2004-11-19,Unhinged
18179,Sire of Insanity,rare,0.38,3.04,0.93,5.99,black-red,Peter Mohrbacher,2013-05-03,Dragon's Maze
18180,"Tivash, Gloom Summoner",rare,0.18,,0.19,,black,Kieran Yanner,2021-04-23,Commander 2021
18181,Eldrazi Skyspawner,common,0.07,0.47,0.05,0.29,blue,Chase Stone,2015-10-02,Battle for Zendikar
18182,Flying Men,special,1.92,4.63,1.11,5.39,blue,Christopher Rush,2006-10-06,Time Spiral Timeshifted
18183,Aerial Guide,common,0.03,0.10,0.02,0.19,blue,Sidharth Chaturvedi,2017-07-14,Hour of Devastation
18184,"Atla Palani, Nest Tender",mythic,0.41,,0.21,,green-red-white,Ekaterina Burmak,2022-09-09,Dominaria United Commander
18185,Stinging Barrier,common,0.16,1.00,0.25,1.29,blue,Pat Morrissey,1999-10-04,Mercadian Masques
18186,Sea Gate,common,0.75,0.58,1.26,0.50,blue,Kamila Szutenberg,2022-06-10,Commander Legends: Battle for Baldur's Gate
18187,Omnispell Adept,rare,0.10,0.31,0.07,0.36,blue,Jason Rainville,2018-10-05,Guilds of Ravnica
18188,Lord of Change,rare,0.39,,1.86,,blue,Games Workshop,2022-10-07,"Warhammer 40,000 Commander"
18189,Mudbutton Clanger,common,0.10,0.34,0.01,0.20,red,Larry MacDougall,2008-02-01,Morningtide
18190,Argothian Elder,uncommon,1.16,,1.51,,green,DiTerlizzi,1998-10-12,Urza's Saga
18191,Graceful Takedown,uncommon,0.36,0.40,,0.19,green,Sidharth Chaturvedi,2023-09-08,Wilds of Eldraine
18192,Mad Auntie,uncommon,0.62,0.90,0.99,1.39,black,Wayne Reynolds,2013-06-07,Modern Masters
18193,Vexing Devil,rare,2.40,6.16,3.49,7.03,red,Lucas Graciano,2018-12-07,Ultimate Masters
18194,Indrik Umbra,rare,0.79,,0.33,,green-white,Christopher Moeller,2016-11-25,Planechase Anthology
18195,Femeref Archers,uncommon,0.21,0.74,0.28,0.50,green,Zoltan Boros & Gabor Szikszai,2007-07-13,Tenth Edition
18196,Skyspear Cavalry,common,0.03,0.10,0.02,0.10,white,Wayne Reynolds,2018-12-07,Ultimate Masters
18197,Hovermyr,common,0.22,14.54,0.22,5.00,none,Dan Scott,2011-05-13,New Phyrexia
18198,Gloomshrieker,uncommon,0.09,0.17,0.35,0.28,black-green,Fiona Hsieh,2022-02-18,Kamigawa: Neon Dynasty
18199,Morsel Theft,common,0.17,4.69,0.40,0.76,black,Darrell Riche,2008-02-01,Morningtide
18200,Woolly Loxodon,common,0.15,0.15,0.10,0.10,green,Karla Ortiz,2018-03-16,Masters 25
18201,Discombobulate,uncommon,0.14,3.82,0.07,0.48,blue,Alex Horley-Orlandelli,2007-07-13,Tenth Edition
18202,High Ground,uncommon,0.19,0.52,0.25,0.99,white,rk post,2007-07-13,Tenth Edition
18203,Wizened Cenn,uncommon,0.18,0.97,0.21,0.48,white,Kev Walker,2007-10-12,Lorwyn
18204,Savage Offensive,common,0.20,0.60,0.09,0.29,green-red,Greg Hildebrandt & Tim Hildebrandt,2000-10-02,Invasion
18205,Regna's Sanction,rare,0.41,1.01,0.34,0.70,white,Bayard Wu,2018-06-08,Battlebond
18206,Court Homunculus,common,0.05,0.10,0.02,0.09,white,Matt Cavotta,2015-05-22,Modern Masters 2015
18207,Spectral Prison,common,0.04,0.22,0.08,0.10,blue,Vincent Proce,2012-05-04,Avacyn Restored
18208,Alley Evasion,common,0.01,0.14,0.02,0.13,white,Scott Murphy,2017-01-20,Aether Revolt
18209,Bloodthorn Taunter,common,0.08,0.27,0.25,0.35,red,Jesper Ejsing,2008-10-03,Shards of Alara
18210,Skin Invasion // Skin Shedder,uncommon,0.11,0.21,0.09,0.34,red,Nils Hamm,2016-04-08,Shadows over Innistrad
18211,Pharika's Chosen,common,0.11,0.47,0.14,0.49,black,Jonas De Ro,2014-05-02,Journey into Nyx
18212,Brushstroke Paintermage,common,0.13,,0.04,0.99,blue,Ron “Don't You Dare Change Me” Spears,2004-11-19,Unhinged
18213,My Crushing Masterstroke,common,21.67,,9.99,,none,Alex Horley-Orlandelli,2010-06-18,Archenemy Schemes
18214,Ashnod's Battle Gear,uncommon,0.18,,0.05,,none,Mark Poole,1995-04-01,Fourth Edition
18215,Firewake Sliver,uncommon,0.17,,0.12,,green-red,Alexandre Honoré,2023-08-04,Commander Masters
18216,Skyshroud Troopers,common,0.09,,0.08,,green,DiTerlizzi,1998-03-02,Stronghold
18217,Cloudreader Sphinx,common,0.03,0.02,0.05,0.06,blue,Kev Walker,2020-08-07,Double Masters
18218,Hunted Nightmare,rare,0.07,0.10,0.37,0.15,black,Antonio José Manzanedo,2020-04-24,Ikoria: Lair of Behemoths
18219,Burn the Accursed,common,0.01,0.01,0.02,0.06,red,David Auden Nash,2021-09-24,Innistrad: Midnight Hunt
18220,Benalish Lancer,common,0.07,,0.03,,white,Paolo Parente,2011-04-01,Duel Decks: Knights vs. Dragons
18221,Skull of Ramos,rare,1.47,23.92,0.63,19.95,black,David Martin,1999-10-04,Mercadian Masques
18222,Miasmic Mummy,common,0.02,,0.06,,black,E. M. Gist,2020-07-17,Jumpstart
18223,Canyon Drake,rare,0.28,,3.90,,red,Quinton Hoover,1997-10-14,Tempest
18224,Darksteel Plate,rare,6.48,7.42,4.00,4.95,none,Daniel Ljunggren,2022-07-08,Double Masters 2022
18225,Soul of Innistrad,mythic,0.21,,0.12,,black,Adam Paquette,2020-04-17,Commander 2020
18226,Thornweald Archer,common,0.07,1.01,0.03,0.10,green,Dave Kendall,2021-03-19,Time Spiral Remastered
18227,Valiant Knight,rare,0.15,,0.18,,white,Jakub Kasper,2023-04-21,March of the Machine Commander
18228,Evil Boros Charm,rare,0.33,,5.00,,black-red-white,Mark Purvis,2021-08-20,Mystery Booster Playtest Cards 2021
18229,Katerina of Myra's Marvels,rare,0.05,0.14,0.15,0.20,white,Gaboleps,2022-10-07,Unfinity
18230,Steel Golem,uncommon,1.30,8.45,0.84,1.49,none,Donato Giancola,2007-07-13,Tenth Edition
18231,Voice of Duty,uncommon,0.25,10.79,0.25,15.99,white,Mark Zug,1999-06-07,Urza's Destiny
18232,Jagged Lightning,uncommon,0.18,,0.17,,red,Michael Weaver,1999-07-01,Starter 1999
18233,Feral Hydra,uncommon,0.19,,0.10,,green,Steve Prescott,2020-07-17,Jumpstart
18234,Vivid Revival,rare,0.11,0.35,0.08,0.35,green,Yeong-Hao Han,2018-10-05,Guilds of Ravnica
18235,Maniacal Rage,common,0.04,0.08,0.01,0.03,red,Heonhwa Choe,2019-07-12,Core Set 2020
18236,Oketra's Last Mercy,rare,0.17,0.39,0.30,0.40,white,Howard Lyon,2017-07-14,Hour of Devastation
18237,Mounted Dreadknight,common,0.02,0.06,0.02,0.05,red,Josu Hernaiz,2021-09-24,Innistrad: Midnight Hunt
18238,Zephyr Falcon,common,0.17,,0.05,,blue,Heather Hudson,1997-03-24,Fifth Edition
18239,Fire Prophecy,common,0.09,0.49,0.28,0.10,red,Kieran Yanner,2020-04-24,Ikoria: Lair of Behemoths
18240,Roast,uncommon,0.29,0.51,0.05,1.44,red,Zoltan Boros,2015-03-27,Dragons of Tarkir
18241,Star Compass,common,0.80,1.03,0.95,0.95,none,Donato Giancola,2017-11-17,Iconic Masters
18242,Goldhound,common,0.09,0.20,0.13,0.09,red,Donato Giancola,2022-04-29,Streets of New Capenna
18243,Vivien Reid,mythic,1.76,5.74,1.75,7.99,green,Anna Steinbauer,2018-07-13,Core Set 2019
18244,Glint-Sleeve Artisan,common,0.03,0.02,0.02,0.03,white,Ryan Pancoast,2020-08-07,Double Masters
18245,Smelt,common,0.03,0.12,0.34,0.85,red,Zoltan Boros,2018-07-13,Core Set 2019
18246,Adherent of Hope,common,0.09,,0.20,,white,Dan Scott,2020-07-03,Core Set 2021
18247,Rampant Rejuvenator,rare,1.40,,1.49,,green,Andrey Kuzinskiy,2022-02-18,Neon Dynasty Commander
18248,Karn's Touch,rare,0.44,12.99,0.29,9.99,blue,Alan Pollack,1999-10-04,Mercadian Masques
18249,Geist Snatch,common,0.07,0.23,0.08,0.35,blue,Dan Scott,2012-05-04,Avacyn Restored
18250,Invasion of Shandalar // Leyline Surge,mythic,1.51,2.22,1.94,3.85,green,Adam Paquette,2023-04-21,March of the Machine
18251,Leafdrake Roost,uncommon,0.25,,0.09,,green-blue,Nick Percival,2017-06-09,Commander Anthology
18252,Pixie Guide,common,0.07,0.09,0.16,0.20,blue,Fariba Khamseh,2021-07-23,Adventures in the Forgotten Realms
18253,"Baru, Fist of Krosa",rare,0.73,6.63,0.30,2.50,green,Lucio Parrillo,2007-05-04,Future Sight
18254,Ruthless Instincts,uncommon,0.11,0.32,0.15,0.05,green,Lius Lasahido,2015-01-23,Fate Reforged
18255,Banners Raised,common,0.04,0.33,0.08,0.18,red,Mike Bierek,2012-05-04,Avacyn Restored
18256,The Pit,common,1.47,,0.73,,none,Dave Kendall,2023-04-21,March of the Machine Commander
18257,Killer Cosplay,mythic,0.14,0.22,0.13,2.25,green,Leonardo Santanna,2022-10-07,Unfinity
18258,Radiant Purge,rare,0.23,0.33,0.15,0.47,white,Igor Kieryluk,2015-03-27,Dragons of Tarkir
18259,Cream of the Crop,rare,8.21,29.68,2.91,3.99,green,Howard Lyon,2008-02-01,Morningtide
18260,Furnace Reins,uncommon,0.10,0.14,0.10,0.19,red,Brian Valeza,2023-04-21,March of the Machine
18261,Mwonvuli Beast Tracker,uncommon,0.19,0.98,0.04,0.75,green,Zoltan Boros,2012-07-13,Magic 2013
18262,Phyrexian Vault,uncommon,0.18,,0.06,,none,Hannibal King,2010-03-19,Duel Decks: Phyrexia vs. the Coalition
18263,"Selvala, Explorer Returned",rare,0.15,,0.05,,green-white,Tyler Jacobson,2022-09-09,Dominaria United Commander
18264,Kefnet's Monument,uncommon,0.25,2.31,0.32,0.48,none,Titus Lunter,2017-04-28,Amonkhet
18265,Mirrored Depths,common,5.14,,2.00,,none,Chippy,2018-12-25,Planechase Anthology Planes
18266,Golden Argosy,rare,0.42,0.40,0.25,0.48,none,Daniel Ljunggren,2022-09-09,Dominaria United
18267,Ondu Champion,common,0.05,0.30,0.02,0.15,red,Volkan Baǵa,2015-10-02,Battle for Zendikar
18268,Tall as a Beanstalk,common,0.03,0.08,0.02,0.04,green,Emrah Elmasli,2019-10-04,Throne of Eldraine
18269,Congregation at Dawn,uncommon,4.82,14.47,1.01,3.40,green-white,Randy Gallegos,2005-10-07,Ravnica: City of Guilds
18270,Spirits,rare,0.09,,,,none,Igor Kieryluk,2020-06-18,Jumpstart Front Cards
18271,Liliana's Elite,common,0.02,0.06,0.05,0.20,black,Deruchenko Alexander,2022-07-08,Double Masters 2022
18272,Arachnogenesis,rare,6.28,7.54,8.24,9.49,green,Johannes Voss,2023-08-04,Commander Masters
18273,Hulking Devil,common,0.02,0.17,0.01,0.09,red,Joseph Meehan,2016-04-08,Shadows over Innistrad
18274,Dire Mimic,common,0.03,0.10,0.18,0.13,none,Igor Kieryluk,2022-06-10,Commander Legends: Battle for Baldur's Gate
18275,Puppeteer,uncommon,0.28,2.58,0.63,0.94,blue,Kev Walker,2007-07-13,Tenth Edition
18276,Erestor of the Council,rare,0.09,,0.23,,green-blue,Syd Mills,2023-06-23,Tales of Middle-earth Commander
18277,Flow of Knowledge,uncommon,0.09,0.48,0.05,0.19,blue,Tuan Duong Chu,2022-11-18,The Brothers' War
18278,Deny Existence,common,0.03,0.27,0.07,0.20,blue,Christopher Moeller,2016-04-08,Shadows over Innistrad
18279,Illusion,common,0.12,,,,blue,Noah Bradley,2017-09-29,Ixalan Tokens
18280,Curse of Bounty,uncommon,1.46,,1.36,,green,Kieran Yanner,2017-08-25,Commander 2017
18281,Stranglehold,rare,6.17,,8.00,,red,John Stanko,2017-06-09,Commander Anthology
18282,Meldweb Strider,common,0.01,0.02,0.02,0.15,blue,Julian Kok Joon Wen,2023-02-03,Phyrexia: All Will Be One
18283,Painted Bluffs,common,0.09,0.95,0.17,0.25,none,Mark Poole,2017-04-28,Amonkhet
18284,Game of Chaos,rare,4.83,,3.49,,red,Thomas Gianni,1997-03-24,Fifth Edition
18285,Manglehorn,uncommon,0.49,7.98,0.75,4.50,green,Lius Lasahido,2017-04-28,Amonkhet
18286,Preeminent Captain,rare,0.63,3.63,0.53,1.50,white,Greg Staples,2014-07-18,Magic 2015
18287,Ballista Watcher // Ballista Wielder,uncommon,0.04,0.11,0.07,0.10,red,Tomas Duchek,2021-11-19,Innistrad: Crimson Vow
18288,Dread Drone,common,0.03,0.08,0.05,0.20,black,Raymond Swanland,2023-08-04,Commander Masters
18289,Whispering Snitch,uncommon,0.05,0.27,0.02,0.02,black,Jason Rainville,2018-10-05,Guilds of Ravnica
18290,Questing Beast,mythic,5.29,7.78,5.58,11.00,green,Igor Kieryluk,2019-10-04,Throne of Eldraine
18291,Generous Ent,common,0.26,2.76,0.30,1.47,green,Simon Dominic,2023-06-23,The Lord of the Rings: Tales of Middle-earth
18292,Ghoulcaller's Chant,common,0.19,5.12,0.10,0.20,black,Randy Gallegos,2011-09-30,Innistrad
18293,Skullmead Cauldron,uncommon,0.12,0.66,0.06,0.20,none,Martina Pilcerova,2006-05-05,Dissension
18294,Ashling's Prerogative,rare,1.06,5.91,0.05,0.95,red,Warren Mahy,2007-10-12,Lorwyn
18295,Tomakul Honor Guard,common,0.04,0.01,0.20,0.05,green,Francisco Miyara,2022-11-18,The Brothers' War
18296,Selective Adaptation,rare,0.08,,0.15,,green,Tomasz Jedruszek,2020-04-17,Commander 2020
18297,Heartless Hidetsugu,rare,0.42,0.44,0.22,0.50,red,Carl Critchlow,2023-08-04,Commander Masters
18298,Sigiled Paladin,uncommon,0.26,0.71,0.25,0.79,white,Greg Staples,2008-10-03,Shards of Alara
18299,Retether,rare,6.57,35.43,2.92,4.00,white,Dan Scott,2007-02-02,Planar Chaos
18300,Talisman of Hierarchy,uncommon,0.62,,0.63,,black-white,Lindsey Look,2023-04-21,March of the Machine Commander
18301,"Hisoka, Minamo Sensei",rare,0.18,1.99,0.23,19.99,blue,Donato Giancola,2004-10-01,Champions of Kamigawa
18302,Fraying Line,rare,0.06,0.09,0.12,0.19,none,Campbell White,2022-06-10,Commander Legends: Battle for Baldur's Gate
18303,Terminal Agony,common,0.03,0.07,0.01,0.44,black-red,Lucas Graciano,2021-06-18,Modern Horizons 2
18304,Vile Consumption,rare,2.54,29.99,0.56,15.90,black-blue,Heather Hudson,2000-10-02,Invasion
18305,Myr Servitor,common,0.15,0.22,0.12,0.20,none,John Matson,2018-12-07,Ultimate Masters
18306,Snake Cult Initiation,uncommon,0.46,7.49,0.18,0.90,black,Justin Sweet,2007-05-04,Future Sight
18307,First Volley,common,0.13,0.26,0.17,0.21,red,Glen Angus,2005-02-04,Betrayers of Kamigawa
18308,Stalwart Valkyrie,common,0.03,0.11,0.02,0.20,white,Jason Rainville,2021-02-05,Kaldheim
18309,Merseine,common,0.14,,0.25,,blue,Heather Hudson,1994-11-01,Fallen Empires
18310,"Varolz, the Scar-Striped",rare,0.38,4.01,0.41,2.49,black-green,Adam Paquette,2013-05-03,Dragon's Maze
18311,Medomai the Ageless,mythic,1.49,7.79,1.85,4.30,blue-white,David Palumbo,2013-09-27,Theros
18312,Sheltering Boughs,common,0.03,0.05,0.02,0.05,green,Anato Finnstark,2021-11-19,Innistrad: Crimson Vow
18313,R&D's Secret Lair,rare,2.44,34.45,2.10,49.99,none,John Avon,2004-11-19,Unhinged
18314,Reckoner Bankbuster,rare,1.55,2.12,3.20,4.31,none,Steve Prescott,2022-02-18,Kamigawa: Neon Dynasty
18315,Ghost-Lit Redeemer,uncommon,0.17,0.77,0.02,0.40,white,Shishizaru,2005-06-03,Saviors of Kamigawa
18316,Aggression,uncommon,0.25,,0.15,,red,Rick Emond,1995-06-03,Ice Age
18317,Restless Bones,common,0.08,0.34,0.01,0.25,black,Glenn Fabry,2006-02-03,Guildpact
18318,Jace's Archivist,rare,4.40,,3.20,,blue,James Ryman,2015-11-13,Commander 2015
18319,Scrapyard Mongrel,common,0.01,0.14,0.01,0.20,red,Svetlin Velinov,2014-07-18,Magic 2015
18320,Phyrexia's Core,uncommon,0.11,,0.12,,none,Franz Vohwinkel,2021-04-23,Commander 2021
18321,Circle of the Land Druid,common,0.03,0.13,0.05,0.15,green,Alexandre Honoré,2022-06-10,Commander Legends: Battle for Baldur's Gate
18322,Moment's Peace,common,1.50,21.45,1.83,18.90,green,Rebecca Guay,2001-10-01,Odyssey
18323,Tiller of Flesh,uncommon,0.01,0.08,0.05,0.03,white,Nino Vecia,2023-04-21,March of the Machine
18324,Drainpipe Vermin,common,0.11,,0.17,,black,Trevor Claxton,2020-07-17,Jumpstart
18325,Torch Breath,uncommon,0.02,0.07,0.14,0.19,red,Cristi Balanescu,2022-04-29,Streets of New Capenna
18326,Domesticated Hydra,uncommon,0.24,1.05,0.19,0.50,green,Mathias Kollros,2016-08-26,Conspiracy: Take the Crown
18327,Scent of Ivy,common,0.17,2.50,0.10,4.00,green,John Avon,1999-06-07,Urza's Destiny
18328,War-Spike Changeling,common,0.11,0.26,0.06,0.28,red,Mark Poole,2013-06-07,Modern Masters
18329,Phyrexian Soulgorger,rare,2.98,40.99,1.22,4.50,none,Brian Snõddy,2006-07-21,Coldsnap
18330,"Kitt Kanto, Mayhem Diva",mythic,0.17,0.12,0.19,0.29,green-red-white,Fariba Khamseh,2022-04-29,New Capenna Commander
18331,Fearsome Awakening,uncommon,0.24,1.55,0.25,0.20,black,Véronique Meignaud,2015-01-23,Fate Reforged
18332,Mardu Shadowspear,uncommon,0.15,0.65,0.30,0.10,black,Mark Poole,2015-01-23,Fate Reforged
18333,Orchard Spirit,common,0.03,,0.02,0.12,green,Howard Lyon,2015-07-17,Magic Origins
18334,Tempest Caller,uncommon,0.15,0.82,0.10,0.74,blue,Ryan Alexander Lee,2017-09-29,Ixalan
18335,Flamekin Spitfire,uncommon,0.12,0.25,0.03,0.50,red,Zoltan Boros & Gabor Szikszai,2007-10-12,Lorwyn
18336,Blizzard Specter,uncommon,0.20,0.37,0.10,0.33,black-blue,Hideaki Takamura,2017-11-17,Iconic Masters
18337,"Ashiok, Nightmare Weaver",mythic,2.76,15.24,2.49,13.49,black-blue,Karla Ortiz,2013-09-27,Theros
18338,Spectacular Showdown,rare,0.33,,0.65,,red,Michal Ivan,2022-06-10,Commander Legends: Battle for Baldur's Gate
18339,Jangling Automaton,common,0.15,,0.02,,none,Adam Rex,1997-06-09,Weatherlight
18340,Eater of Virtue,rare,0.22,0.29,0.20,0.63,none,Tuan Duong Chu,2022-02-18,Kamigawa: Neon Dynasty
18341,Dragonmaster Outcast,mythic,0.46,,0.45,,red,Raymond Swanland,2021-07-23,Forgotten Realms Commander
18342,Sequestered Stash,uncommon,0.13,0.68,0.13,0.80,none,Yeong-Hao Han,2016-09-30,Kaladesh
18343,Time and Tide,uncommon,0.16,,0.29,,blue,George Pratt,1997-02-03,Visions
18344,Vampiric Touch,common,0.13,,0.25,,black,Zina Saunders,1997-05-01,Portal
18345,Blood-Chin Fanatic,rare,0.19,0.54,0.25,0.20,black,David Palumbo,2015-03-27,Dragons of Tarkir
18346,Kalastria Healer,common,0.04,0.42,0.15,0.26,black,Anthony Palumbo,2015-10-02,Battle for Zendikar
18347,Faunsbane Troll,rare,0.79,,0.21,0.49,black-green,Artur Nakhodkin,2023-09-08,Wilds of Eldraine
18348,Racecourse Fury,uncommon,0.06,0.32,0.06,0.30,red,Sam Burley,2012-10-05,Return to Ravnica
18349,Phase Dolphin,common,0.01,0.12,0.02,0.38,blue,Lie Setiawan,2020-04-24,Ikoria: Lair of Behemoths
18350,Jin-Gitaxias // The Great Synthesis,mythic,4.68,5.88,5.75,5.70,blue,Ekaterina Burmak,2023-04-21,March of the Machine
18351,Nihil Spellbomb,common,0.53,2.58,1.02,4.80,black,Franz Vohwinkel,2018-03-16,Masters 25
18352,Covert Technician,uncommon,0.04,0.12,0.03,0.10,blue,Lucas Graciano,2022-02-18,Kamigawa: Neon Dynasty
18353,Auriok Edgewright,uncommon,0.11,0.29,0.07,0.19,white,Mike Bierek,2010-10-01,Scars of Mirrodin
18354,Metathran Soldier,common,0.12,3.18,0.35,2.00,blue,Paolo Parente,1999-06-07,Urza's Destiny
18355,Enraged Killbot,common,0.17,4.50,0.03,0.78,none,Alex Konstad,2017-12-08,Unstable
18356,Oona's Blackguard,uncommon,0.31,,0.33,,black,Kev Walker,2020-09-25,Zendikar Rising Commander
18357,Outnumber,common,0.05,,0.19,,red,Tyler Jacobson,2020-07-17,Jumpstart
18358,Twinshot Sniper,uncommon,0.08,0.25,0.07,0.28,red,Brent Hollowell,2022-02-18,Kamigawa: Neon Dynasty
18359,Intrepid Adversary,mythic,0.97,1.54,2.03,2.48,white,Viktor Titov,2021-09-24,Innistrad: Midnight Hunt
18360,Pilfered Plans,common,0.09,0.27,0.19,0.36,black-blue,Michael C. Hayes,2017-03-17,Modern Masters 2017
18361,Chain Devil,common,0.06,0.19,0.04,0.14,black,Bartek Fedyczak,2022-06-10,Commander Legends: Battle for Baldur's Gate
18362,Ogre-Head Helm,rare,0.07,0.22,0.02,0.10,red,Viko Menezes,2022-02-18,Kamigawa: Neon Dynasty
18363,Joraga Auxiliary,uncommon,0.07,0.26,0.09,0.14,green-white,David Gaillet,2016-01-22,Oath of the Gatewatch
18364,Tormentor's Trident,uncommon,0.05,0.20,0.06,0.30,none,Anthony Palumbo,2012-05-04,Avacyn Restored
18365,Thoughtleech,uncommon,0.22,,0.15,,green,Rebecca Guay,2001-04-11,Seventh Edition
18366,Borborygmos Enraged,mythic,0.68,9.09,0.53,17.00,green-red,Aleksi Briclot,2013-02-01,Gatecrash
18367,Dragon Blood,uncommon,0.07,,0.10,,none,Ron Spencer,2013-09-06,Duel Decks: Heroes vs. Monsters
18368,Loamdragger Giant,common,0.15,0.24,0.01,0.25,green-red,Pete Venters,2008-05-02,Shadowmoor
18369,Vampire Interloper,common,0.01,0.02,0.02,0.02,black,James Ryman,2021-09-24,Innistrad: Midnight Hunt
18370,Chastise,uncommon,0.13,,0.02,,white,Carl Critchlow,2005-07-29,Ninth Edition
18371,Skymark Roc,uncommon,0.06,0.24,0.05,0.50,blue-white,Christopher Moeller,2012-10-05,Return to Ravnica
18372,Path of Peace,common,0.04,0.24,0.02,0.13,white,Nils Hamm,2018-03-16,Masters 25
18373,Glorybringer,rare,0.27,3.91,0.52,1.50,red,Sam Burley,2017-04-28,Amonkhet
18374,Destroy Evil,common,0.53,3.20,0.23,0.25,white,Anna Christenson,2022-09-09,Dominaria United
18375,Serpent's Gift,common,0.05,0.27,0.14,0.25,green,Steve Argyle,2012-07-13,Magic 2013
18376,Rimehorn Aurochs,uncommon,0.13,0.37,0.02,0.49,green,Brian Despain,2006-07-21,Coldsnap
18377,Swiftgear Drake,common,0.04,0.02,0.02,0.07,none,Zoltan Boros,2022-11-18,The Brothers' War
18378,Auramancer's Guise,uncommon,1.43,8.93,0.49,2.75,blue,Greg Staples,2007-02-02,Planar Chaos
18379,Plague Wight,common,0.02,0.10,0.01,0.13,black,Tomasz Jedruszek,2019-01-25,Ravnica Allegiance
18380,Dismiss into Dream,rare,0.71,6.64,0.99,1.80,blue,Sam Wolfe Connelly,2013-07-19,Magic 2014
18381,Sunblade Samurai,common,0.02,0.06,0.06,0.20,white,Aaron Miller,2022-02-18,Kamigawa: Neon Dynasty
18382,Synapse Sliver,rare,2.28,,2.79,,blue,Thomas M. Baxa,2023-08-04,Commander Masters
18383,Stamina,uncommon,0.23,8.82,0.15,2.49,green,Paolo Parente,1999-10-04,Mercadian Masques
18384,Ruthless Cullblade,common,0.11,0.45,0.23,0.20,black,rk post,2010-02-05,Worldwake
18385,Ravaging Horde,uncommon,14.99,,6.78,,red,Liu Jianjian,1999-05-01,Portal Three Kingdoms
18386,Fireborn Knight,uncommon,0.04,0.21,0.07,0.19,red-white,Ben Maier,2019-10-04,Throne of Eldraine
18387,Mire Shade,uncommon,0.18,,0.03,,black,Randy Gallegos,1996-10-08,Mirage
18388,Mystic Archaeologist,rare,0.10,,0.12,,blue,Eric Deschamps,2020-07-17,Jumpstart
18389,Cabal Executioner,uncommon,0.23,1.28,0.02,3.00,black,Rebecca Guay,2002-10-07,Onslaught
18390,Easy Prey,uncommon,0.03,0.06,0.05,0.10,black,Ekaterina Burmak,2020-04-24,Ikoria: Lair of Behemoths
18391,Undercity Troll,uncommon,0.04,0.12,0.02,0.40,green,Jason Felix,2017-11-17,Iconic Masters
18392,Blade of the Sixth Pride,common,0.05,0.24,0.02,0.14,white,Lars Grant-West,2021-03-19,Time Spiral Remastered
18393,Confessor,common,0.15,3.05,0.05,1.24,white,John Avon,2001-10-01,Odyssey
18394,"Finders, Keepers",common,0.07,0.27,0.02,0.18,black,Mark Behm,2017-12-08,Unstable
18395,Treacherous Link,uncommon,0.16,2.86,0.09,6.49,black,Carl Critchlow,1999-02-15,Urza's Legacy
18396,Nantuko Mentor,rare,0.29,3.34,0.15,5.00,green,John Matson,2001-10-01,Odyssey
18397,Burst of Energy,common,0.20,6.66,0.19,1.50,white,Mark Brill,1999-02-15,Urza's Legacy
18398,Path of the Ghosthunter,rare,0.15,,0.15,,white,Eli Minaya,2023-04-21,March of the Machine Commander
18399,Abyssal Nocturnus,rare,0.80,2.52,1.20,2.00,black,Jon Foster,2006-02-03,Guildpact
18400,Jeskai Sage,common,0.07,0.28,0.05,0.26,blue,Craig J Spearing,2015-01-23,Fate Reforged
18401,Brute Strength,common,0.14,,0.19,,red,Wayne Reynolds,2019-11-15,Game Night 2019
18402,Whirlpool Warrior,rare,1.71,,1.10,,red-blue,Kev Walker,2016-11-25,Planechase Anthology
18403,Thundering Ceratok,common,0.02,0.14,0.01,0.14,green,Izzy,2019-05-03,War of the Spark
18404,Rogue,common,,0.14,,,black,Emrah Elmasli,2017-12-08,Unstable Tokens
18405,Vivid Grove,uncommon,0.16,,0.11,,green,Howard Lyon,2022-04-29,New Capenna Commander
18406,Stromgald Spy,uncommon,0.20,,0.25,,black,Zak Plucinski,1996-06-10,Alliances
18407,Narset of the Ancient Way,mythic,0.27,,0.35,,red-blue-white,Yongjae Choi,2023-08-04,Commander Masters
18408,Deathgreeter,common,2.82,,1.30,,black,Dominick Domingo,2014-12-05,Duel Decks Anthology: Garruk vs. Liliana
18409,Pearl Lake Ancient,mythic,0.39,1.70,0.85,0.35,blue,Richard Wright,2014-09-26,Khans of Tarkir
18410,"Doric, Nature''s Warden // Doric, Owlbear Avenger",rare,25.49,32.88,,,green,Oiya Zhang & Liangliang Zhang,2023-03-26,Secret Lair Drop
18411,"Inner Calm, Outer Strength",common,0.11,0.20,0.02,0.49,green,Stephen Tappin,2005-06-03,Saviors of Kamigawa
